Name,Type,Reviews,No_of_Reviews,Menu,Price_Range,Vegan,Vegetarian
Dai-Kichi," Japanese, Sushi, Asian",4.5,65,Check The Website for a Menu,Medium,False,False
Mulino's of Westchester," Italian, Vegetarian Friendly, Vegan Options",4.5,290,Check The Website for a Menu,Pricey,True,True
Robard's Steakhouse," American, Steakhouse, Gluten Free Options",4.5,194,Check The Website for a Menu,Pricey,False,False
Aspen Creek Grill," American, Bar, Vegetarian Friendly",4.0,123,Check The Website for a Menu,Medium,False,True
Modern Malt," American, Diner, Gastropub",4.0,215,http://eatdrinkmalt.com/pages/our-menus,Medium,False,False
Pioneer Restaurant," American, Cafe, Diner",4.5,127,Check The Website for a Menu,Cheap,False,False
Le Bernardin," French, Vegetarian Friendly, Gluten Free Options",4.5,3444,Check The Website for a Menu,Pricey,False,True
Eddie F's Eatery," American, Seafood",4.5,80,Check The Website for a Menu,Medium,False,False
Waterstreet Cafe and Bar," American, Contemporary, Vegetarian Friendly",4.0,138,Check The Website for a Menu,Medium,False,True
Sugar Shack Cafe," American, Cafe, Vegetarian Friendly",4.5,1021,Check The Website for a Menu,Cheap,False,True
Famous Burger & Teriyaki Sandwich," Asian, Vegetarian Friendly",4.5,53,Check The Website for a Menu,Cheap,False,True
El Rancho Inn-Steak & Lobster," American, Steakhouse, Seafood",4.5,56,Check The Website for a Menu,Pricey,False,False
Spring Creek Barbeque," American, Barbecue",4.0,249,Check The Website for a Menu,Medium,False,False
Savor," American, Vegetarian Friendly, Vegan Options",4.5,337,Check The Website for a Menu,Medium,True,True
Texas Roadhouse," American, Steakhouse, Gluten Free Options",4.0,198,http://www.texasroadhouse.com/menu,Medium,False,False
Pizza Rock," Pizza, Italian, Vegetarian Friendly",4.0,213,Check The Website for a Menu,Medium,False,True
Tropicana Diner," American, Diner, Vegetarian Friendly",4.5,47,Check The Website for a Menu,Medium,False,True
Bob's Steak & Chop House," American, Steakhouse, Gluten Free Options",4.5,266,Check The Website for a Menu,Pricey,False,False
The Fountain Cafe," American, Cafe, International",4.5,640,Check The Website for a Menu,Medium,False,False
The Lost Cajun- San Antonio Embassy," Cajun & Creole, Seafood, American",4.5,94,http://thelostcajun.com/sites/default/files/N44236%2520San%2520Antonio%2520Embassy%2520MENU_0.pdf,Medium,False,False
Cope's Knotty Pine Cafe," American, Diner, Cafe",4.5,142,Check The Website for a Menu,Cheap,False,False
Bella On Houston," Italian, Mediterranean, European",4.5,1063,https://www.bellaonhouston.com/menus/menu_dinner.pdf,Pricey,False,False
Lemon Ice King of Corona," Dessert, Vegan Options",4.5,225,Check The Website for a Menu,Cheap,True,False
Anthony's At Point Defiance," American, Seafood, Soups",4.0,378,Check The Website for a Menu,Medium,False,False
Guy Fieri's Chophouse," American, Steakhouse, Bar",4.0,741,https://www.caesars.com/ballys-ac/restaurants/guy-fieris-chophouse#.W-m6-NVKjcs,Pricey,False,False
Karavalli - Regional Cuisine of India," Indian, Vegan Options, Gluten Free Options",4.5,179,https://www.mealeo.com/menu?restlink=/saratoga-springs/karavalli-saratoga-springs,Medium,True,False
Uchi Dallas," Japanese, Sushi, Asian",4.5,267,https://uchidallas.com/menu/,Pricey,False,False
Taste of Thai Express," Asian, Thai, Vegetarian Friendly",4.0,231,Check The Website for a Menu,Medium,False,True
Valenca," Seafood, European, Portuguese",4.5,526,Check The Website for a Menu,Medium,False,False
John Henry's Cafe," American, Vegetarian Friendly, Vegan Options",4.0,411,Check The Website for a Menu,Medium,True,True
SMACKY'S ON BROADWAY," American, Vegetarian Friendly",4.5,43,Check The Website for a Menu,Cheap,False,True
Charlies Restaurant & Lounge," American, Vegetarian Friendly",4.0,60,Check The Website for a Menu,Medium,False,True
Brazen Fox," Bar, Pub, American",4.0,101,Check The Website for a Menu,Medium,False,False
Olive Pit Grill," Mediterranean, Greek, Middle Eastern",4.5,84,Check The Website for a Menu,Medium,False,False
Heathen Brewing Feral Public House," American, Bar, Pub",4.5,108,https://heathenbrewing.com/feral-public-house/menu/,Medium,False,False
Glenwood Pines Restaurant," American, Bar, Pub",4.0,245,Check The Website for a Menu,Medium,False,False
Baker's Water Street Bar & Grille," American, Bar, Seafood",3.5,332,Check The Website for a Menu,Medium,False,False
Eddie V's Prime Seafood," Steakhouse, Gluten Free Options",4.5,180,Check The Website for a Menu,Pricey,False,False
Fire Slice Pizzeria," Italian, Pizza, Vegetarian Friendly",4.5,155,https://fireslice.com/eat,Medium,False,True
La Fusta Restaurant and Steak House," Latin, Argentinean, Steakhouse",4.5,58,Check The Website for a Menu,Medium,False,False
Amaya Indian Cuisine," Indian, Vegetarian Friendly, Vegan Options",4.5,200,Check The Website for a Menu,Medium,True,True
Villa Borghese III," Seafood, Italian, Pizza",4.0,130,Check The Website for a Menu,Medium,False,False
Turtle & the Wolf," American, Contemporary, Vegetarian Friendly",4.5,67,Check The Website for a Menu,Medium,False,True
Fire & Oak - Jersey City," American, Bar, Vegetarian Friendly",4.0,372,Check The Website for a Menu,Medium,False,True
Maggiano's Little Italy," Italian, Vegan Options, Vegetarian Friendly",4.0,274,Check The Website for a Menu,Medium,True,True
Sam's of Gedney Way," American, Vegetarian Friendly, Vegan Options",4.5,192,Check The Website for a Menu,Medium,True,True
Piccolo Sogno," Pizza, Italian, Sicilian",4.5,80,Check The Website for a Menu,Medium,False,False
WildFin American Grill," American, Bar, Seafood",4.0,289,https://www.wildfinamericangrill.com/eat-drink/junior-menu/,Medium,False,False
Vonda's Kitchen, American,4.0,39,https://www.vondaskitchennj.com/menu,Medium,False,False
The Guenther House Restaurant," American, Vegetarian Friendly, Vegan Options",4.5,1333,Check The Website for a Menu,Medium,True,True
Fogo de Chao Brazilian Steakhouse," Barbecue, Brazilian, Vegetarian Friendly",4.5,614,Check The Website for a Menu,Medium,False,True
Panera Bread," American, Soups, Cafe",4.0,42,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,Medium,False,False
The Plaza Restaurant," Mexican, Southwestern, Vegetarian Friendly",4.5,314,https://www.theplazarestaurant.com/menu/,Medium,False,True
Ship Bottom Shellfish," American, Seafood, Gluten Free Options",4.5,284,Check The Website for a Menu,Medium,False,False
Hudson Grille," American, Bar, Vegetarian Friendly",4.0,191,Check The Website for a Menu,Medium,False,True
Civile E Tornato, Italian,4.0,43,Check The Website for a Menu,Medium,False,False
Lucille's Smokehouse BBQ," American, Bar, Barbecue",4.0,308,Check The Website for a Menu,Medium,False,False
California Pizza Kitchen," American, Pizza, Vegetarian Friendly",4.0,531,Check The Website for a Menu,Medium,False,True
Yakima Sports Center," Bar, Pub, American",4.0,68,https://sportscenteryakima.com/menu/,Medium,False,False
Brunos," Italian, Pizza, Vegetarian Friendly",4.5,372,Check The Website for a Menu,Medium,False,True
Jake's Steakhouse," American, Steakhouse, Gluten Free Options",4.0,118,Check The Website for a Menu,Pricey,False,False
Bangkok Tokyo," Sushi, Asian, Thai",4.5,111,Check The Website for a Menu,Medium,False,False
Raimondo's," Italian, Gluten Free Options",4.0,206,Check The Website for a Menu,Pricey,False,False
Thai Elephant," Asian, Thai, Vegetarian Friendly",4.5,50,Check The Website for a Menu,Medium,False,True
Rib Hut," American, Southwestern, Bar",4.0,113,Check The Website for a Menu,Medium,False,False
Garlic Brothers," Bar, American",4.0,115,Check The Website for a Menu,Medium,False,False
Dock's Oyster House," American, Seafood, Vegetarian Friendly",4.5,1599,Check The Website for a Menu,Pricey,False,True
Dave's Bar and Grill," American, Bar, Pub",4.5,170,Check The Website for a Menu,Cheap,False,False
Ikko Japanese Steak House," Japanese, Sushi, Asian",4.5,263,Check The Website for a Menu,Medium,False,False
The Boatyard Grill," American, Bar, Seafood",4.0,1094,Check The Website for a Menu,Medium,False,False
Tahoe Joe's Famous Steakhouse," American, Bar, Gluten Free Options",4.0,171,Check The Website for a Menu,Medium,False,False
Texas Roadhouse," American, Steakhouse, Gluten Free Options",4.0,466,http://www.texasroadhouse.com/menu,Medium,False,False
Crave Kitchen and Bar," American, Bar, Vegetarian Friendly",4.0,483,Check The Website for a Menu,Medium,False,True
Thirsty Owl Wine Bar and Bistro," American, Wine Bar, Vegetarian Friendly",4.5,335,Check The Website for a Menu,Medium,False,True
The Watermark," American, Canadian, Contemporary",4.0,1342,https://www.watermarkrestaurant.com/menus/,Pricey,False,False
Babe's Chicken Dinner House, American,4.5,575,Check The Website for a Menu,Medium,False,False
Toros Restaurant," Mediterranean, Turkish, Middle Eastern",4.5,47,http://www.torosrestaurant.com/our-menu/,Medium,False,False
Swan Market," German, European, Central European",5.0,300,Check The Website for a Menu,Medium,False,False
Half Shells - Plano," American, Bar, Seafood",4.5,187,https://fishcitygrill.com/menu/,Medium,False,False
Antique Bar & Bakery, Bakeries,4.5,48,https://www.antiquebarbakery.com/menus-best-steaks-drinks-hoboken-coal-oven-chef-paul-gerard/,Medium,False,False
Lemon Mediterranean Restaurant," Italian, French, Mediterranean",4.5,488,Check The Website for a Menu,Medium,False,False
D'anna's Cafe Italiano," Italian, Vegetarian Friendly, Vegan Options",4.5,616,Check The Website for a Menu,Medium,True,True
Dog House Grill," American, Bar, Barbecue",4.5,721,Check The Website for a Menu,Medium,False,False
Major League Pizza," Pizza, American, Vegetarian Friendly",4.5,48,Check The Website for a Menu,Medium,False,True
RockSugar Southeast Asian Kitchen," Asian, Thai, Fusion",4.5,487,Check The Website for a Menu,Medium,False,False
Mia's Tex Mex," Mexican, Southwestern, Vegetarian Friendly",4.5,252,Check The Website for a Menu,Medium,False,True
Ruth's Chris Steak House," American, Steakhouse, Vegetarian Friendly",4.5,374,Check The Website for a Menu,Pricey,False,True
Sweet Lew's Cafe," American, Cafe, Vegetarian Friendly",4.5,128,http://www.sweetlewsnj.com/menu-breakfast.html,Cheap,False,True
Barry's Do-Me-A-Flavor," American, Vegetarian Friendly",4.5,152,Check The Website for a Menu,Cheap,False,True
Las Canarias Restaurant," American, Vegetarian Friendly, Vegan Options",4.5,941,https://www.omnihotels.com/hotels/san-antonio-la-mansion-del-rio/dining/las-canarias,Pricey,True,True
The River Cafe," American, Wine Bar, Vegetarian Friendly",4.5,4055,https://rivercafe.com/menus/,Pricey,False,True
Palenque Grill IH-35," Seafood, Vegetarian Friendly",5.0,70,https://palenquegrill.com/menu/,Medium,False,True
Karma Indian Cuisine," Indian, Vegetarian Friendly, Vegan Options",4.5,82,Check The Website for a Menu,Medium,True,True
Zum Stammtisch Restaurant, German,4.5,240,Check The Website for a Menu,Medium,False,False
Capone's Cucina," Italian, Vegetarian Friendly, Vegan Options",4.5,105,Check The Website for a Menu,Medium,True,True
Simply Vietnamese," Asian, Vietnamese, Vegetarian Friendly",4.0,97,Check The Website for a Menu,Medium,False,True
Mexicali," Mexican, Vegetarian Friendly",4.0,203,Check The Website for a Menu,Medium,False,True
Olive Garden," Italian, Vegetarian Friendly, Vegan Options",4.0,378,Check The Website for a Menu,Medium,True,True
P.F. Chang's," Chinese, Asian, Vegetarian Friendly",3.5,289,Check The Website for a Menu,Medium,False,True
John Riccitello Restaurant," Italian, Vegetarian Friendly",4.5,61,Check The Website for a Menu,Medium,False,True
Lefteris Gyro," Mediterranean, Greek, Vegetarian Friendly",4.0,119,http://www.lefterisgyro.com/Location-LF3-Yonkers/Menu.aspx,Medium,False,True
Dee's Brick Oven Pizza," Italian, Pizza, Vegetarian Friendly",4.0,65,http://deesnyc.com/menu/,Medium,False,True
Stamna Greek Taverna," Mediterranean, Greek, Vegetarian Friendly",4.0,168,Check The Website for a Menu,Medium,False,True
Brown's Restaurant," American, Vegetarian Friendly",4.5,231,Check The Website for a Menu,Cheap,False,True
Raclettes," French, European, Vegetarian Friendly",4.5,263,Check The Website for a Menu,Medium,False,True
Metuchen Inn," American, Gluten Free Options",4.0,149,Check The Website for a Menu,Pricey,False,False
Dirty Al's Bayou Grill," Cajun & Creole, Seafood, Vegetarian Friendly",4.5,198,http://dirtyalsbayougrill.com/menu/,Medium,False,True
Falafel Hut," Middle Eastern, Mediterranean, Vegetarian Friendly",4.5,58,http://www.falafelhutnj.com/menu,Cheap,False,True
Zino's Greek & Mediterranean Cuisine," Middle Eastern, Vegetarian Friendly, Vegan Options",4.5,714,Check The Website for a Menu,Medium,True,True
Kenny's Burger Joint," American, Bar, Vegetarian Friendly",4.5,583,Check The Website for a Menu,Medium,False,True
Woodblock," American, Bar, Vegetarian Friendly",4.0,119,Check The Website for a Menu,Medium,False,True
Don Peppe INC, Italian,4.0,58,Check The Website for a Menu,Medium,False,False
WildFin American Grill," American, Seafood, Vegetarian Friendly",4.0,174,https://www.wildfinamericangrill.com/eat-drink/junior-menu/,Medium,False,True
Sushi Chinoise," Japanese, Sushi, Asian",4.5,24,http://www.sushichinoise.com/wp-content/uploads/2019/06/Sushi-Chinoise-Dinner-menu-June-20191.pdf,Medium,False,False
Midway Barbeque," American, Barbecue",4.5,220,http://midwaybbqkatytx.com/images/In%2520House%2520Menu%2520-%2520PRESS.pdf,Medium,False,False
Sandy's Country Junction," American, Cafe, Vegetarian Friendly",4.5,110,Check The Website for a Menu,Medium,False,True
Himalayan Cafe," Indian, Nepali, Vegetarian Friendly",4.5,58,http://www.himalayancaferenton.com#menu,Medium,False,True
Big Ditch Brewing Company," American, Bar, Pub",4.5,311,http://www.bigditchbrewing.com/s/2019-02-11-BDBC-Food-Menu-1.jpg,Medium,False,False
Pappas Bros. Steakhouse," American, Steakhouse, Gluten Free Options",4.5,172,Check The Website for a Menu,Pricey,False,False
Lemon Grass Restaurant," Asian, Thai, Fusion",4.0,352,Check The Website for a Menu,Pricey,False,False
Mitzel's American Kitchen," American, Vegetarian Friendly, Gluten Free Options",4.0,275,Check The Website for a Menu,Medium,False,True
Golden Light Cafe & Cantina," American, Bar",4.5,135,Check The Website for a Menu,Cheap,False,False
The Boiling Crab," American, Seafood",4.5,260,Check The Website for a Menu,Medium,False,False
Ani Ramen," Japanese, Asian",4.5,81,http://aniramen.com/jersey-city-menus/,Medium,False,False
Salute Ristorante," Italian, Vegetarian Friendly, Vegan Options",4.5,97,Check The Website for a Menu,Medium,True,True
Frank's Italian Ristorante, Italian,4.5,22,http://franksitalianristorante.com/lunch-menu/,Medium,False,False
La Hacienda," Mexican, Latin, Spanish",4.5,76,Check The Website for a Menu,Medium,False,False
Republic of Texas Bar & Grill," American, Steakhouse, Vegetarian Friendly",4.5,494,Check The Website for a Menu,Pricey,False,True
Vinni's Pizzarama," Italian, Pizza",4.5,45,Check The Website for a Menu,Cheap,False,False
J Ramen and Sushi," Japanese, Sushi, Asian",4.5,31,Check The Website for a Menu,Medium,False,False
99 Restaurants," American, Bar, Pub",4.0,144,http://www.99restaurants.com/menu,Medium,False,False
Cadot Restaurant," French, European, Vegetarian Friendly",4.5,177,Check The Website for a Menu,Pricey,False,True
Texas Roadhouse," American, Steakhouse, Barbecue",4.0,221,http://www.texasroadhouse.com/menu,Medium,False,False
Table 87 Coal Oven Pizza," Italian, Pizza, Vegetarian Friendly",4.5,180,Check The Website for a Menu,Medium,False,True
Primo Grill," American, Mediterranean, Gluten Free Options",4.5,117,https://www.primogrilltacoma.com/menu/,Medium,False,False
Tiger Noodle House," Chinese, Asian, Vegetarian Friendly",4.5,49,https://tigernoodletexas.com/menu,Medium,False,True
Old School Pizzeria," Pizza, Vegetarian Friendly",4.5,99,Check The Website for a Menu,Cheap,False,True
Vic & Anthony's Steakhouse," American, Steakhouse, Vegetarian Friendly",4.5,1003,Check The Website for a Menu,Pricey,False,True
Calico County Restaurant," American, Vegetarian Friendly",4.0,194,Check The Website for a Menu,Medium,False,True
Ginger Cafe and Grill," Lebanese, Mediterranean, Greek",4.5,189,Check The Website for a Menu,Medium,False,False
White House Sub Shop," American, Fast Food",4.5,1669,Check The Website for a Menu,Cheap,False,False
Viva Taqueria & Cantina," Mexican, Southwestern, Latin",4.0,387,Check The Website for a Menu,Medium,False,False
Rupledge Hamburgers, Fast Food,4.5,13,Check The Website for a Menu,Cheap,False,False
Alicia's Mexican Grille," Mexican, Southwestern, Vegetarian Friendly",4.0,106,https://aliciasmexicangrille.com/menus/,Medium,False,True
Fish City Grill - Las Colinas," American, Seafood, Bar",4.5,106,http://fishcitygrill.com/menus/las-colinas/,Medium,False,False
Abuelo's," Mexican, Southwestern, Vegetarian Friendly",4.5,631,Check The Website for a Menu,Medium,False,True
Fuego Mexican Grill," Mexican, Vegetarian Friendly",4.0,129,Check The Website for a Menu,Medium,False,True
8oz Burger & Co," American, Bar, Vegetarian Friendly",4.5,240,http://8ozburgerandco.com/#menu-section,Medium,False,True
